date	MIN_Tempperature				MAX_Temperature			
	HELMERS	CRREL	CARSNOW	CPEAK	HELMERS	CRREL	CARSNOW	CPEAK
11/30/12	-19.53	-34.43	-29.18	-18.85	-15.68	-24.24	-19.07	-16.98
12/01/12	-25.07	-37.09	-34.1	-24.27	-18.85	-32.85	-28.17	-17.18
12/02/12	-24.53	-38.79	-35.86	-25.34	-20.14	-25.09	-29.11	-20.79
12/03/12	-25.48	-38.55	-31.32	-27.14	-22.03	-22.56	-24.34	-23.6
12/04/12	-24.8	-31.14	-30.03	-26.54	-21.08	-22.84	-23.43	-22.73
12/05/12	-21.9	-26.4	-24.99	-23.73	-20.34	-17.87	-18.74	-22.06
12/06/12	-21.56	-29.4	-27.39	-23.2	-20.27	-19.35	-20.49	-21.12
12/07/12	-21.36	-32.72	-28.24	-23.07	-20.27	-26.71	-26.54	-21.39
12/08/12	-20.75	-35.38	-28.85	-20.99	-11.37	-11.08	-11.85	-12.65
12/09/12	-14.41	-14.66	-14.09	-15.45	-12.05	-10.24	-11.32	-13.52
12/10/12	-17.04	-20.02	-18.14	-16.32	-13.32	-14.05	-14.22	-13.45
12/11/12	-18.93	-18.05	-17.46	-20.13	-14.26	-14.64	-14.93	-15.38
12/12/12	-13.66	-14.05	-14.35	-14.24	-5.72	-6.33	-6.58	-6.58
12/13/12	-23.38	-30.12	-26.07	-21.99	-4.91	-4.69	-4.12	-5.98
12/14/12	-24.67	-37.61	-32.13	-22.93	-19.6	-24.89	-23.5	-19.06
12/15/12	-35.04	-42.19	-40.3	-30.22	-25.96	-36.68	-32.74	-22.93
12/16/12	-35.24	-43.42	-41.3	-31.16	-31.78	-40.35	-38.88	-28.28
12/17/12	-31.65	-43.43	-40.3	-30.82	-18.38	-38.12	-31.04	-19.65
12/18/12	-25.55	-38.7	-30.81	-26.14	-17.84	-28.48	-26.41	-18.25
12/19/12	-32.12	-39.52	-36.88	-30.69	-25.55	-29.58	-28.61	-26.54
12/20/12	-32.73	-42.65	-41.3	-30.28	-22.23	-40.35	-37.11	-22.86
12/21/12	-22.16	-42.65	-40.3	-22.73	-17.57	-37.75	-23.26	-18.39
12/22/12	-20.35	-36.23	-28.48	-21.59	-16.62	-19.94	-18.43	-18.45
12/23/12	-20.62	-33.86	-28.54	-22.26	-18.72	-22.23	-21.09	-19.72
12/24/12	-19.26	-35.54	-29.56	-20.32	-9.08	-22.52	-16.71	-10.11
12/25/12	-11.91	-22.63	-16.14	-11.18	-6.18	-15.46	-13.58	-7.51
12/26/12	-10.69	-28.15	-20.46	-9.85	-5.1	-15.63	-14.86	-5.5
12/27/12	-12.12	-28.33	-21.88	-10.65	-5.78	-23.28	-19.38	-5.77
12/28/12	-11.1	-28.35	-22.9	-10.38	-3.76	-21.08	-16.92	-4.71
12/29/12	-3.35	-22.95	-16.58	-4.44	0.34	-5.74	-2.22	-1.12
12/30/12	-1.27	-17.7	-7.1	-2.91	3.09	-1.78	0.27	2.29
12/31/12	-3.23	-17.19	-7.13	-3.58	0.68	-3.83	-1.49	-0.25
